601	1	9.9833	1.17337	4.5378
602	2	10.4806	1.20895	3.7174
3871	1	8.3409	1.60336	1.81134
3873	2	9.2424	1.3396	2.00959
2354	2	8.44726	2.94037	4.97728
2353	1	8.30653	3.80972	4.59515
2355	2	7.37788	3.99442	4.7535
3872	2	8.38948	2.5547	1.69218
603	2	9.06439	1.14913	4.26103
4597	1	10.7026	3.75492	3.09519
3637	1	5.82013	4.19072	5.51562
4599	2	9.92355	3.60031	3.63435
1007	2	5.96348	5.3409	3.22821
1008	2	6.75724	4.54326	2.20918
1006	1	5.86965	4.66328	2.55469
3638	2	5.37884	4.78075	4.90021
3088	1	10.8973	0.913666	2.06067
3639	2	5.8387	4.67679	6.34326
1240	1	5.53552	2.05106	7.9144
755	2	8.64452	5.7089	4.68039
1702	1	10.8552	5.00853	5.51498
1704	2	11.0383	4.4495	4.75631
1242	2	6.37102	2.28275	7.50228
1703	2	10.9216	4.41888	6.26964
4598	2	10.8624	2.91564	2.65738
1398	2	10.3401	2.01591	6.45043
1091	2	11.0435	5.69719	2.41245
1396	1	10.3965	2.78315	7.02469
3090	2	10.9136	1.09811	1.11869
3118	1	5.64907	1.97571	2.29468
291	2	6.39012	1.16308	4.94123
3119	2	5.63142	2.92994	2.39833
3120	2	6.56978	1.77026	2.11671
1001	2	8.06804	0.615789	8.02867
2939	2	11.0181	6.81547	5.30878
327	2	6.98157	5.92057	7.56967
325	1	7.90819	6.07821	7.37449
580	1	5.72225	6.61131	4.37575
581	2	5.01024	7.10268	4.79192
582	2	6.52229	6.96947	4.7672
3549	2	4.7906	2.53867	4.977
3089	2	10.6595	-0.0145399	2.11977
2764	1	14.9567	6.44606	16.6366
1090	1	10.7016	6.45139	1.92682
1092	2	10.7705	7.18491	2.54228
3547	1	4.71573	1.58458	4.90148
326	2	7.8974	6.70204	6.64488
289	1	7.19077	0.63919	4.86326
1284	2	5.43981	11.8756	0.463442
754	1	8.40619	6.63283	4.57478
756	2	9.24681	7.09261	4.5152
2938	1	10.9636	7.77249	5.25623
1695	2	8.03054	4.20732	0.468364
1002	2	7.84425	0.706324	6.52987
290	2	7.05811	0.113951	4.07071
1693	1	8.27704	4.25837	1.39477
1604	2	5.24256	0.712014	1.05214
3577	1	7.74775	3.38558	7.50663
3578	2	7.78286	3.70674	8.41063
1694	2	9.06582	4.80548	1.40381
3579	2	8.03505	4.13165	6.97517
4407	2	3.57109	1.01071	6.01721
1603	1	4.8504	0.286785	0.285988
1194	2	5.32802	0.109788	8.00422
3975	2	7.81505	7.04509	0.384897
3345	2	3.28954	5.41274	6.27033
944	2	6.59505	15.1238	7.56348
1397	2	9.48293	3.02985	7.18653
4365	2	3.98306	13.0729	2.03985
1000	1	8.52717	0.556341	7.18768
2893	1	18.9577	8.02843	16.6364
4153	1	4.96728	14.1574	4.84116
3344	2	3.24913	6.79507	6.89661
3337	1	10.5456	0.475354	13.3511
987	2	14.9007	1.419	16.4937
1608	2	7.61781	0.321349	0.406588
3332	2	8.75826	9.52517	16.5415
3548	2	4.83903	1.40708	3.96613
3935	2	7.56921	7.0729	2.84502
4512	2	11.4559	-0.33117	14.6277
2940	2	10.7928	8.05341	6.15818
3338	2	10.7008	1.27196	12.8383
3304	1	3.79381	8.75913	5.52843
3305	2	3.32199	8.57968	4.71187
4364	2	3.38962	12.9185	0.65108
1103	2	3.26201	3.11294	3.77997
516	2	18.6065	4.04752	16.2477
854	2	7.28691	10.1976	0.640088
853	1	7.94293	9.8183	1.22946
929	2	10.9026	10.0434	2.76883
3934	1	7.19833	7.44394	2.04105
233	2	4.17528	8.51881	2.19075
4052	2	7.83829	12.4529	4.54134
4051	1	8.35849	13.1401	4.96406
3936	2	6.30117	7.68766	2.28039
928	1	10.7879	9.0925	2.83366
232	1	4.89429	9.09137	1.91364
1296	2	7.48312	10.1748	3.5642
1294	1	8.00229	9.62443	4.15508
3920	2	3.68717	11.3109	5.35697
1295	2	8.59899	9.14554	3.57525
2549	2	7.03714	9.09086	5.5914
3346	1	6.54056	14.1545	2.57618
2548	1	6.54971	8.64286	6.2866
3807	2	5.4248	10.7472	2.90638
3806	2	5.58179	11.3947	4.27047
2550	2	5.627	8.77923	6.05946
234	2	4.9255	8.99326	0.959176
2016	2	11.3438	12.4477	2.89159
2815	1	10.8504	14.0369	4.11356
2014	1	10.9376	11.7215	2.4127
2962	1	8.47361	12.3591	1.68105
2964	2	8.55775	12.7578	0.811862
2963	2	8.1508	11.4716	1.50812
4231	1	10.169	10.7649	5.48623
4232	2	9.90841	11.6048	5.87139
3805	1	5.91992	11.4248	3.37249
4233	2	9.38984	10.4659	5.01185
2015	2	10.0706	12.0516	2.16576
2328	2	7.69916	11.3666	7.80035
2326	1	8.44348	11.6986	7.29306
2327	2	9.18312	11.6694	7.90434
3919	1	4.35922	11.5834	5.98602
4053	2	8.33588	12.9186	5.89788
943	1	6.22396	14.3006	7.23747
4144	1	10.9518	13.2925	6.90618
4145	2	11.2006	13.5561	6.01726
2816	2	9.92471	13.8014	4.20934
2894	2	19.3442	8.8572	16.9287
3921	2	4.02313	12.4024	6.35716
2296	1	10.6169	9.05193	7.6678
2817	2	10.9176	14.3911	3.22382
3621	2	5.50515	11.5994	7.30327
930	2	11.0087	8.88533	3.74466
855	2	7.54552	9.00028	1.53688
2297	2	10.3468	9.526	6.8779
945	2	5.32714	14.289	7.57974
3348	2	6.41	13.2169	2.417
1163	2	10.6157	10.712	0.936227
4146	2	10.9516	14.1106	7.4084
2298	2	9.81937	8.99655	8.19932
4155	2	5.48549	13.8594	5.59234
2757	2	17.9198	6.46146	16.4028
3827	2	15.3756	10.3073	16.8352
1782	2	4.98089	12.432	16.2399
1102	1	3.36944	3.99167	4.1513
4609	1	3.3927	3.49008	6.90763
3297	2	4.01221	5.46522	1.73706
2861	2	7.37728	8.71139	7.66579
1766	2	3.3891	14.1095	3.99051
3031	1	3.15688	2.94246	0.432862
24	2	9.69866	14.6029	16.3809
869	2	10.7263	13.5686	0.147681
266	2	10.3867	-0.201594	5.35848
3166	1	13.685	14.8539	16.6224
1104	2	3.14589	3.88945	5.07929
3347	2	7.45655	14.2258	2.85451
2756	2	16.5417	5.995	16.8361
4406	2	3.10719	-0.372589	6.4367
1322	2	10.659	7.19135	0.490392
1612	1	5.50331	5.47299	7.89425
1613	2	4.95112	6.23826	8.07043
1374	2	9.5808	5.66283	7.89396
1013	2	9.45443	5.90507	16.7255
3702	2	4.10253	7.3454	9.24735
